Agent_1,Agent_2,Mean_1,Mean_2,Mean_Diff,P_Value_Raw,Cohens_D,P_Value_Bonferroni,Significant_Bonferroni,Significant_Raw
Naive_EpsilonGreedy,ECIA_NoDop_NoMem,0.5657937720975029,0.7680320491148218,-0.2022382770173189,8.300543355578555e-24,-58.63055566872239,7.5534944535764845e-22,True,True
Naive_EpsilonGreedy,ECIA_NoDop_NoEmo,0.5657937720975029,0.8360847801574706,-0.27029100805996764,5.945190539920046e-26,-77.94562894300478,5.410123391327241e-24,True,True
Naive_EpsilonGreedy,ECIA_NoMem_NoEmo,0.5657937720975029,0.7607936315796744,-0.19499985948217147,5.062321618738061e-31,-44.48445987531784,4.6067126730516357e-29,True,True
Naive_EpsilonGreedy,ECIA_NoAll,0.5657937720975029,0.7502789612569961,-0.1844851891594932,1.848957781139918e-21,-55.172642544503226,1.6825515808373256e-19,True,True
Naive_UCB,Naive_TS,0.8521813810017442,0.479939679121919,0.37224170187982525,1.7059696257708478e-43,349.72776207965757,1.5524323594514714e-41,True,True
Naive_UCB,ECIA_Full,0.8521813810017442,0.8014476867542152,0.05073369424752905,7.249371589592104e-15,19.392130126542916,6.596928146528814e-13,True,True
Naive_UCB,ECIA_NoEmotion,0.8521813810017442,0.8146158726107005,0.03756550839104378,8.785790470345571e-12,11.315674019745266,7.995069328014469e-10,True,True
Naive_UCB,ECIA_NoMemory,0.8521813810017442,0.7724730130359895,0.07970836796575476,1.3245813591814957e-15,24.17932352974772,1.205369036855161e-13,True,True
Naive_UCB,ECIA_NoDopamine,0.8521813810017442,0.8423763607895465,0.009805020212197757,2.2584666714056158e-11,7.229780440877997,2.0552046709791105e-09,True,True
Naive_UCB,ECIA_NoDop_NoMem,0.8521813810017442,0.7680320491148218,0.08414933188692242,3.950328855196034e-25,60.6398658621801,3.594799258228391e-23,True,True
Naive_UCB,ECIA_NoDop_NoEmo,0.8521813810017442,0.8360847801574706,0.016096600844273667,6.632180295114425e-14,11.23576830149347,6.035284068554127e-12,True,True
Naive_UCB,ECIA_NoMem_NoEmo,0.8521813810017442,0.7607936315796744,0.09138774942206984,7.745966732997865e-17,30.05937641383224,7.048829727028057e-15,True,True
Naive_UCB,ECIA_NoAll,0.8521813810017442,0.7502789612569961,0.10190241974474812,3.788246636367422e-32,92.6991136082844,3.447304439094354e-30,True,True
Naive_TS,ECIA_Full,0.479939679121919,0.8014476867542152,-0.3215080076322962,4.0755190754468e-27,-118.64224804857609,3.708722358656588e-25,True,True
Naive_TS,ECIA_NoEmotion,0.479939679121919,0.8146158726107005,-0.33467619348878147,2.3923103179244437e-24,-98.60516674127395,2.1770023893112436e-22,True,True
Naive_TS,ECIA_NoMemory,0.479939679121919,0.7724730130359895,-0.2925333339140705,1.108534258566138e-23,-86.769343546837,1.0087661752951857e-21,True,True
Naive_TS,ECIA_NoDopamine,0.479939679121919,0.8423763607895465,-0.3624366816676275,1.1336179221453238e-43,-237.01829461283597,1.0315923091522446e-41,True,True
Naive_TS,ECIA_NoDop_NoMem,0.479939679121919,0.7680320491148218,-0.28809236999290283,5.374968489939118e-41,-185.0128455949455,4.891221325844597e-39,True,True
Naive_TS,ECIA_NoDop_NoEmo,0.479939679121919,0.8360847801574706,-0.3561451010355516,7.477860686055597e-42,-222.9642020252361,6.804853224310593e-40,True,True
Naive_TS,ECIA_NoMem_NoEmo,0.479939679121919,0.7607936315796744,-0.2808539524577554,2.3381726310171136e-24,-89.98174911443732,2.127737094225573e-22,True,True
Naive_TS,ECIA_NoAll,0.479939679121919,0.7502789612569961,-0.27033928213507713,9.5387130869118e-46,-206.88816805956014,8.680228909089738e-44,True,True
ECIA_Full,ECIA_NoEmotion,0.8014476867542152,0.8146158726107005,-0.01316818585648527,2.7635870748162456e-07,-3.1722234746691496,2.5148642380827836e-05,True,True
ECIA_Full,ECIA_NoMemory,0.8014476867542152,0.7724730130359895,0.028974673718225707,2.0722228179633152e-13,7.011348572001008,1.885722764346617e-11,True,True
ECIA_Full,ECIA_NoDopamine,0.8014476867542152,0.8423763607895465,-0.04092867403533129,3.2302046054366803e-16,-14.425543078223338,2.939486190947379e-14,True,True
ECIA_Full,ECIA_NoDop_NoMem,0.8014476867542152,0.7680320491148218,0.03341563763939337,5.7953073045393395e-15,11.714825031397558,5.273729647130799e-13,True,True
ECIA_Full,ECIA_NoDop_NoEmo,0.8014476867542152,0.8360847801574706,-0.03463709340325538,2.1953098803554294e-15,-12.049570484560507,1.9977319911234407e-13,True,True
ECIA_Full,ECIA_NoMem_NoEmo,0.8014476867542152,0.7607936315796744,0.04065405517454079,4.2716435669154124e-17,10.34159766093592,3.887195645893025e-15,True,True
ECIA_Full,ECIA_NoAll,0.8014476867542152,0.7502789612569961,0.05116872549721907,2.245719050351653e-16,18.785827634651056,2.0436043358200045e-14,True,True
ECIA_NoEmotion,ECIA_NoMemory,0.8146158726107005,0.7724730130359895,0.04214285957471098,3.1109688733036664e-16,9.141146338420821,2.8309816747063365e-14,True,True
ECIA_NoEmotion,ECIA_NoDopamine,0.8146158726107005,0.8423763607895465,-0.02776048817884602,2.6157291803888706e-11,-7.939244596878113,2.3803135541538722e-09,True,True
ECIA_NoEmotion,ECIA_NoDop_NoMem,0.8146158726107005,0.7680320491148218,0.04658382349587864,1.69525610095055e-14,13.275715973088468,1.5426830518650005e-12,True,True
ECIA_NoEmotion,ECIA_NoDop_NoEmo,0.8146158726107005,0.8360847801574706,-0.02146890754677011,6.28847297634078e-10,-6.087084751886836,5.7225104084701096e-08,True,True
ECIA_NoEmotion,ECIA_NoMem_NoEmo,0.8146158726107005,0.7607936315796744,0.053822241031026063,9.381354330263438e-19,12.147876998436441,8.537032440539729e-17,True,True
ECIA_NoEmotion,ECIA_NoAll,0.8146158726107005,0.7502789612569961,0.06433691135370434,2.0721032741380232e-15,18.89365997441793,1.885613979465601e-13,True,True
ECIA_NoMemory,ECIA_NoDopamine,0.7724730130359895,0.8423763607895465,-0.069903347753557,6.230141031184544e-17,-20.1185468842606,5.669428338377935e-15,True,True
ECIA_NoMemory,ECIA_NoDop_NoMem,0.7724730130359895,0.7680320491148218,0.004440963921167662,0.0096308595483696,1.273582904211078,0.8764082189016336,False,True
ECIA_NoMemory,ECIA_NoDop_NoEmo,0.7724730130359895,0.8360847801574706,-0.06361176712148109,1.173215071749301e-16,-18.148304747545108,1.0676257152918639e-14,True,True
ECIA_NoMemory,ECIA_NoMem_NoEmo,0.7724730130359895,0.7607936315796744,0.011679381456315086,3.112824093793713e-06,2.6464580607461623,0.0002832669925352279,True,True
ECIA_NoMemory,ECIA_NoAll,0.7724730130359895,0.7502789612569961,0.022194051778993362,1.1829090299862266e-09,6.5612934513622605,1.0764472172874663e-07,True,True
ECIA_NoDopamine,ECIA_NoDop_NoMem,0.8423763607895465,0.7680320491148218,0.07434431167472466,1.386677721942637e-30,42.01457672144934,1.2618767269677996e-28,True,True
ECIA_NoDopamine,ECIA_NoDop_NoEmo,0.8423763607895465,0.8360847801574706,0.0062915806320759105,4.2484239987905186e-08,3.4857552322068637,3.866065838899372e-06,True,True
ECIA_NoDopamine,ECIA_NoMem_NoEmo,0.8423763607895465,0.7607936315796744,0.08158272920987208,7.573929178091167e-19,25.23898249755851,6.892275552062961e-17,True,True
ECIA_NoDopamine,ECIA_NoAll,0.8423763607895465,0.7502789612569961,0.09209739953255036,4.2571941231382213e-32,59.27811424651404,3.874046652055782e-30,True,True
ECIA_NoDop_NoMem,ECIA_NoDop_NoEmo,0.7680320491148218,0.8360847801574706,-0.06805273104264875,2.0579558832664595e-29,-37.21330732554543,1.8727398537724783e-27,True,True
ECIA_NoDop_NoMem,ECIA_NoMem_NoEmo,0.7680320491148218,0.7607936315796744,0.007238417535147423,0.00010533352995576561,2.230123118941267,0.00958535122597467,True,True
ECIA_NoDop_NoMem,ECIA_NoAll,0.7680320491148218,0.7502789612569961,0.0177530878578257,3.4791974351814394e-17,11.227513127904455,3.16606966601511e-15,True,True
ECIA_NoDop_NoEmo,ECIA_NoMem_NoEmo,0.8360847801574706,0.7607936315796744,0.07529114857779617,1.0041765770397754e-18,23.058588960895474,9.138006851061956e-17,True,True
ECIA_NoDop_NoEmo,ECIA_NoAll,0.8360847801574706,0.7502789612569961,0.08580581890047445,2.778042736601066e-30,52.94079670902227,2.52801889030697e-28,True,True
ECIA_NoMem_NoEmo,ECIA_NoAll,0.7607936315796744,0.7502789612569961,0.010514670322678277,2.453702747438069e-06,3.35577346901947,0.0002232869500168643,True,True
