Agent_1,Agent_2,Mean_1,Mean_2,Mean_Diff,P_Value_Raw,Cohens_D,P_Value_Bonferroni,Significant_Bonferroni,Significant_Raw
Naive_TS,ECIA_NoMem_NoEmo,0.575376281867865,0.815487531867865,-0.24011125,1.4121352192429362e-20,-64.2886104346296,1.285043049511072e-18,True,True
Naive_TS,ECIA_NoAll,0.575376281867865,0.801022809645643,-0.22564652777777794,5.505076878734398e-20,-60.69878792578627,5.009619959648303e-18,True,True
ECIA_Full,ECIA_NoEmotion,0.8193860040900874,0.819791281867865,-0.00040527777777754626,0.20269772344448855,-0.5599733056933732,1.0,False,False
ECIA_Full,ECIA_NoMemory,0.8193860040900874,0.8162303096456428,0.0031556944444446344,6.679959595448194e-08,3.592250015625296,6.078763231857857e-06,True,True
ECIA_Full,ECIA_NoDopamine,0.8193860040900874,0.8114757263123095,0.007910277777777974,3.3310432191541804e-11,6.881389687083648,3.031249329430304e-09,True,True
ECIA_Full,ECIA_NoDop_NoMem,0.8193860040900874,0.8037007263123095,0.01568527777777795,8.422879134109786e-25,24.525671252891645,7.664820012039905e-23,True,True
ECIA_Full,ECIA_NoDop_NoEmo,0.8193860040900874,0.8077071152011985,0.011678888888888905,6.071335279102809e-11,7.7591829867454605,5.524915103983556e-09,True,True
ECIA_Full,ECIA_NoMem_NoEmo,0.8193860040900874,0.815487531867865,0.0038984722222223933,3.086347484680903e-10,4.79313885466036,2.808576211059622e-08,True,True
ECIA_Full,ECIA_NoAll,0.8193860040900874,0.801022809645643,0.018363194444444453,1.3686915505041968e-25,25.182463117240683,1.245509310958819e-23,True,True
ECIA_NoEmotion,ECIA_NoMemory,0.819791281867865,0.8162303096456428,0.0035609722222221807,1.0313954253398367e-08,3.959371961747707,9.385698370592514e-07,True,True
ECIA_NoEmotion,ECIA_NoDopamine,0.819791281867865,0.8114757263123095,0.00831555555555552,1.0207621864581348e-11,7.134316946805044,9.288935896769026e-10,True,True
ECIA_NoEmotion,ECIA_NoDop_NoMem,0.819791281867865,0.8037007263123095,0.016090555555555497,4.2015851551188495e-24,24.088728266781015,3.823442491158153e-22,True,True
ECIA_NoEmotion,ECIA_NoDop_NoEmo,0.819791281867865,0.8077071152011985,0.012084166666666452,2.7358054412371767e-11,7.963386130705389,2.4895829515258307e-09,True,True
ECIA_NoEmotion,ECIA_NoMem_NoEmo,0.819791281867865,0.815487531867865,0.00430374999999994,5.8184477755736415e-11,5.148766279261026,5.2947874757720136e-09,True,True
ECIA_NoEmotion,ECIA_NoAll,0.819791281867865,0.801022809645643,0.018768472222222,1.2965836365577036e-25,24.88331669412179,1.1798911092675102e-23,True,True
ECIA_NoMemory,ECIA_NoDopamine,0.8162303096456428,0.8114757263123095,0.00475458333333334,2.9586460040571676e-08,3.7512573699045086,2.6923678636920224e-06,True,True
ECIA_NoMemory,ECIA_NoDop_NoMem,0.8162303096456428,0.8037007263123095,0.012529583333333316,1.5137114661074802e-17,15.039311426980488,1.3774774341578069e-15,True,True
ECIA_NoMemory,ECIA_NoDop_NoEmo,0.8162303096456428,0.8077071152011985,0.008523194444444271,8.356546130821748e-10,5.33679225700316,7.604456979047791e-08,True,True
ECIA_NoMemory,ECIA_NoMem_NoEmo,0.8162303096456428,0.815487531867865,0.0007427777777777589,0.08734506687742609,0.7634399803347767,1.0,False,False
ECIA_NoMemory,ECIA_NoAll,0.8162303096456428,0.801022809645643,0.015207499999999818,1.2376747123105165e-20,16.826582578628404,1.12628398820257e-18,True,True
ECIA_NoDopamine,ECIA_NoDop_NoMem,0.8114757263123095,0.8037007263123095,0.007774999999999976,1.1767339248728477e-10,6.971571182392696,1.0708278716342914e-08,True,True
ECIA_NoDopamine,ECIA_NoDop_NoEmo,0.8114757263123095,0.8077071152011985,0.003768611111110931,6.44904446141716e-05,2.140328357028085,0.005868630459889616,True,True
ECIA_NoDopamine,ECIA_NoMem_NoEmo,0.8114757263123095,0.815487531867865,-0.004011805555555581,3.671748411176742e-07,-3.279695939561512,3.3412910541708355e-05,True,True
ECIA_NoDopamine,ECIA_NoAll,0.8114757263123095,0.801022809645643,0.010452916666666479,2.530629819729954e-13,8.941988576373973,2.3028731359542578e-11,True,True
ECIA_NoDop_NoMem,ECIA_NoDop_NoEmo,0.8037007263123095,0.8077071152011985,-0.004006388888889045,2.7239160935907177e-05,-2.7085568130694266,0.002478763645167553,True,True
ECIA_NoDop_NoMem,ECIA_NoMem_NoEmo,0.8037007263123095,0.815487531867865,-0.011786805555555557,1.1887711974012246e-18,-15.42497141989865,1.0817817896351144e-16,True,True
ECIA_NoDop_NoMem,ECIA_NoAll,0.8037007263123095,0.801022809645643,0.002677916666666502,8.155116819870751e-09,3.973858311653701,7.421156306082384e-07,True,True
ECIA_NoDop_NoEmo,ECIA_NoMem_NoEmo,0.8077071152011985,0.815487531867865,-0.007780416666666512,4.793636341734703e-09,-4.980467563659622,4.3622090709785796e-07,True,True
ECIA_NoDop_NoEmo,ECIA_NoAll,0.8077071152011985,0.801022809645643,0.0066843055555555475,6.061029092666038e-08,4.397343919868464,5.515536474326094e-06,True,True
ECIA_NoMem_NoEmo,ECIA_NoAll,0.815487531867865,0.801022809645643,0.01446472222222206,1.349236675657991e-21,17.207359445900448,1.227805374848772e-19,True,True
